conceptId,conceptName,C,C++,Rust,Zig,Java,C#,Kotlin,Swift,Go,Python,JavaScript,TypeScript,Dart,Ruby,PHP,Haskell,OCaml,Erlang/Elixir,Lisp/Clojure,Smalltalk,Prolog,APL/J,Forth,SQL,Ada,Scala
identity-equality.coercive-equality,Coercive equality,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.custom-comparison-protocol,Custom comparison protocols,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.entity-identity,Stable entity identity,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class
identity-equality.equivalence-laws,Equality equivalence laws,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.floating-equality,Floating-point exceptional equality,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.hash-contract,Equality and hash consistency,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.interning,Interning and canonical representatives,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.mutable-keys,Mutable hash keys,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.null-equality,Unknown and NULL comparison,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.reference-identity,Reference identity,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.same-value,Same-value collection equality,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.structural-equality,Structural equality,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.total-order,Total ordering,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
identity-equality.unicode-equivalence,Unicode canonical equivalence,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.allocation,Allocation,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.allocator,Allocator,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.analysis,Analysis,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.arenas,Arenas,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.borrowing,Borrowing,partial,absent-by-design,first-class,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design
memory-lifetime.cleanup,Cleanup,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.cycle,Cycle,absent-by-design,absent-by-design,absent-by-design,absent-by-design,first-class,first-class,first-class,absent-by-design,first-class,first-class,first-class,first-class,first-class,first-class,absent-by-design,first-class,first-class,first-class,first-class,first-class,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,first-class
memory-lifetime.dangling,Dangling,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.detection,Detection,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.drop,Drop,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.escape,Escape,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.finalization,Finalization,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.free,Free,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
memory-lifetime.lifetime,Lifetime,partial,absent-by-design,first-class,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design,absent-by-design
memory-lifetime.linear,Linear,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.annotation,Annotation,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.ast,Ast,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.attribute,Attribute,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.code,Code,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.compile,Compile,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.compiler,Compiler,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.constant,Constant,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.decorator,Decorator,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.derive,Derive,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.dsl,Dsl,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.embedding,Embedding,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.evaluation,Evaluation,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.extension,Extension,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
metaprogramming.generation,Generation,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.boundary,Boundary,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.capability,Capability,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.compilation,Compilation,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.crate,Crate,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.cyclic,Cyclic,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.dependency,Dependency,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.export,Export,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.file,File,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.friend,Friend,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.header,Header,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.import,Import,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.initialization,Initialization,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.injection,Injection,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
modules.interface,Interface,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.aliasing,Shared aliases,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.atomic-update,Atomic updates,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.binding-immutability,Binding immutability,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.copy-on-write,Copy on write,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.dynamic-borrow-checking,Dynamic borrow checking,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.exclusive-borrow,Exclusive mutable borrowing,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.interior-mutability,Interior mutability,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.mutex-guarded-mutation,Mutex-guarded mutation,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.persistent-structures,Persistent data structures,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.read-only-view,Read-only views,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.shallow-deep-copy,Shallow and deep copy,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.shallow-freeze,Shallow object freezing,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.transient-builders,Transient collection builders,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,partial,first-class,first-class,first-class,first-class,first-class,first-class,first-class
mutability-aliasing.value-semantics,Value semantics,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.arguments,Arguments,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.ascription,Ascription,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.async,Async,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.chaining,Chaining,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.clauses,Clauses,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.coalescing,Coalescing,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.comprehensions,Comprehensions,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.decorators,Decorators,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.default,Default,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.desugaring,Desugaring,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.early,Early,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.error,Error,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.generators,Generators,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
syntactic-ergonomics.guard,Guard,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class,first-class
